Sr_No,Date_dd/mm/yyyy,Startup_Name,Industry_Vertical,SubVertical,Country,City_Location,Investors_Name,Investment_Type,Amount_in_USD,Currency,Remarks
1215,15/04/2023,HarborBridge,E-commerce,Marketplaces,South Korea,Seoul,Founders Fund; Seedcamp,Series B,57902000,USD,Active
1216,8/9/2015,GridSyncForge,SaaS,MarTech,Singapore,Singapore,Lightspeed; Andreessen Horowitz,Seed,0,USD,Undisclosed amount
1217,13/10/2016,CoreNova,SaaS,DevTools,Australia,Sydney,Tiger Global,Growth,251833000,USD,Follow-on expected
1218,16/11/2019,SeedLink,Logistics,FleetMgmt,South Korea,Seoul,Andreessen Horowitz,Seed,1421000,USD,Bridge round
1219,7/11/2021,CloudMint,Logistics,FreightTech,Japan,Tokyo,Lightspeed; 500 Startups,Seed,4570000,USD,Bridge round
1220,17/04/2016,EdgeByteSync,Fintech,Neobanking,China,Beijing,Tiger Global,Seed,4592000,USD,Product pivot
1221,16/01/2021,EdgeSync,Healthtech,Biotech,China,Beijing,Andreessen Horowitz; Sequoia Capital,Venture Debt,39468000,USD,Active
1222,5/12/2017,LumenEdge,AgriTech,PrecisionAg,India,Mumbai,Founders Fund,Series A,0,USD,Undisclosed amount
1223,17/12/2019,WiseVault,CleanTech,Solar,Israel,Tel Aviv,Tiger Global; IDG Capital,Series C,148384000,USD,Partnership announced
1224,11/9/2023,SeedNovaVault,AI,Generative AI,Singapore,Singapore,Accel,Series B,55323000,USD,Active
1225,23/08/2015,VaultForgeNova,Edtech,K12,UK,London,Y Combinator; 500 Startups; Founders Fund,Series B,74529000,USD,Product pivot
1226,13/02/2021,ForgePeak,AI,Robotics,China,Beijing,Khosla Ventures; Benchmark,Series B,77648000,USD,Bankruptcy proceeding
1227,3/11/2023,MintCore,E-commerce,Logistics,Brazil,São Paulo,Khosla Ventures,Venture Debt,0,USD,Undisclosed amount
1228,28/03/2019,HarborMint,Biotech,Bioinformatics,India,Bengaluru,Benchmark,Pre-Seed,11403,USD,Acquired
1229,12/12/2023,OrbitSync,Logistics,FreightTech,Brazil,São Paulo,SoftBank Vision Fund,Seed,3269000,USD,Exited - IPO
1230,4/1/2022,ByteWise,Fintech,Insurtech,Australia,Sydney,SOSV; Angel: A. Kapoor,Growth,441519000,USD,Down round
1231,22/09/2015,CloudByte,AgriTech,FarmTech,Mexico,Mexico City,Elevation Capital; IDG Capital,Angel,18909,USD,Acquired
1232,11/8/2024,LinkLumenSpark,E-commerce,Marketplaces,Nigeria,Lagos,SOSV,Venture Debt,833647,USD,Operational
1233,19/09/2017,PeakZen,SaaS,MarTech,China,Beijing,Tiger Global,Series B,35191000,USD,Follow-on expected
1234,26/06/2023,EdgeLoopVault,AgriTech,Ag Marketplaces,Singapore,Singapore,Blume Ventures; Angel: L. Wang,Series A,12318000,USD,Product pivot
1235,9/4/2018,CoreLinkLoop,Biotech,Genomics,Germany,Berlin,Sequoia Capital,Seed,2213000,USD,Exited - IPO
1236,24/02/2017,NovaPeakZen,Fintech,Neobanking,China,Beijing,Chiratae,Series C,228131000,USD,Operational
1237,13/03/2023,LoopSync,Biotech,Diagnostics,Australia,Sydney,Accel,Series A,19796000,USD,Series delayed
1238,3/6/2015,PeakHarbor,Logistics,FleetMgmt,Canada,Toronto,Seedcamp; Angel: S. Gupta,Seed,1226000,USD,Active
1239,14/07/2018,LabsCoreVault,E-commerce,D2C,India,Bengaluru,Matrix Partners; Lightspeed; IDG Capital,Venture Debt,14522000,USD,Down round
1240,21/05/2016,ByteForgePulse,Healthtech,Telemedicine,Germany,Berlin,SOSV,Series B,71035000,USD,Down round
1241,2/8/2024,VaultZen,Gaming,Esports,UAE,Dubai,SoftBank Vision Fund; Sequoia Capital,Seed,3497000,USD,Acquired
1242,26/09/2023,VaultOrbitNova,AgriTech,FarmTech,Netherlands,Amsterdam,IDG Capital,M&A,103336000,USD,Active
1243,15/11/2020,SyncSeed,Fintech,Payments,South Africa,Johannesburg,Andreessen Horowitz,Seed,3581000,USD,Acquired by Strategic
1244,24/05/2019,ForgeLoop,Gaming,Cloud Gaming,Canada,Toronto,Bessemer Venture Partners; Accel; DST Global,Series B,26066000,USD,Follow-on expected
1245,17/01/2021,SyncSync,Healthtech,Health Analytics,Mexico,Mexico City,Elevation Capital; Falcon Edge,Seed,1133000,USD,Acquired by Strategic
1246,2/6/2017,ForgeOrbitEdge,AI,Computer Vision,South Africa,Johannesburg,SOSV,Seed,3517000,USD,Acquired
1247,12/8/2024,FluxEdgeOrbit,E-commerce,Vertical Commerce,Netherlands,Amsterdam,Sequoia Capital,Series A,5095000,USD,Series delayed
1248,13/11/2023,ByteOrbitSeed,Fintech,Insurtech,India,Bengaluru,Norwest,Series C,211190000,USD,Acquired
1249,19/01/2019,CoreForge,Edtech,LMS,India,Bengaluru,Sequoia Capital; IDG Capital,IPO,464332000,USD,Acquired
1250,7/9/2025,PulseCloud,Fintech,Lending,Israel,Tel Aviv,SOSV,Series B,19755000,USD,Exited - IPO
1251,23/03/2022,ForgePulse,Biotech,Genomics,South Korea,Seoul,General Catalyst; Bessemer Venture Partners,Series A,18287000,USD,Series delayed
1252,1/10/2023,MintFlux,E-commerce,Marketplaces,Germany,Berlin,IDG Capital,Seed,4752000,USD,Down round
1253,24/02/2016,LoopGridSeed,Gaming,Esports,South Korea,Seoul,DST Global; SOSV,Pre-Seed,0,USD,Undisclosed amount
1254,6/3/2015,GridCloudBridge,Fintech,Insurtech,South Africa,Johannesburg,Khosla Ventures; Falcon Edge,Series A,4176000,USD,Follow-on expected
1255,13/03/2022,ForgeVaultVault,AgriTech,FarmTech,Mexico,Mexico City,Chiratae; Khosla Ventures,Series A,14612000,USD,Partnership announced
1256,18/05/2021,EdgeMint,CleanTech,Energy Storage,Brazil,São Paulo,Falcon Edge; Norwest,Seed,4590000,USD,Bankruptcy proceeding
1257,19/01/2024,FluxEdge,Fintech,Insurtech,South Africa,Johannesburg,Lightspeed; Y Combinator; Blume Ventures,Series B,36099000,USD,Acquired by Strategic
1258,16/02/2020,NovaHarbor,Logistics,LastMile,South Korea,Seoul,General Catalyst; Andreessen Horowitz; Norwest,Series B,13082000,USD,Operational
1259,7/7/2022,ForgeLoopHarbor,SaaS,DevTools,Nigeria,Lagos,DST Global,IPO,1605640000,USD,Down round
1260,27/04/2016,SeedBridge,Logistics,FleetMgmt,Nigeria,Lagos,Matrix Partners; Bessemer Venture Partners,Series C,182848000,USD,Bankruptcy proceeding
1261,25/12/2017,LumenCore,Fintech,Neobanking,China,Beijing,Andreessen Horowitz,Series B,58147000,USD,Bankruptcy proceeding
1262,22/11/2024,PulseOrbit,Biotech,Therapeutics,India,Bengaluru,Y Combinator; Chiratae,Pre-Seed,68167,USD,Exited - IPO
1263,2/9/2023,OrbitCloud,Healthtech,Health Analytics,India,Bengaluru,SoftBank Vision Fund,Series C,244035000,USD,Partnership announced
1264,20/05/2019,ZenByte,Fintech,Neobanking,UAE,Dubai,IDG Capital,Series C,30525000,USD,Acquired
1265,17/03/2019,ByteForgeHarbor,Biotech,Genomics,UK,London,PayPal Ventures; Accel; Angel: A. Kapoor,Seed,1722000,USD,Bridge round
1266,13/07/2021,HarborWise,Gaming,Mobile Games,Netherlands,Amsterdam,Elevation Capital; IDG Capital,Pre-Seed,58449,USD,Partnership announced
1267,26/10/2016,SeedGrid,AI,NLP,Canada,Toronto,DST Global,Seed,4255000,USD,Follow-on expected
1268,8/7/2020,HarborSparkCore,Biotech,Genomics,Mexico,Mexico City,Tiger Global,Seed,263263,USD,Active
1269,23/03/2017,GridSync,AgriTech,PrecisionAg,Canada,Toronto,Benchmark; Tiger Global,Pre-Seed,73679,USD,Acquired
1270,16/03/2020,PulseLink,AI,Robotics,Singapore,Singapore,Founders Fund,Seed,3466000,USD,Partnership announced
1271,25/07/2018,GridSpark,AgriTech,Supply Chain,India,Bengaluru,SoftBank Vision Fund; IDG Capital,Angel,124751,USD,Series delayed
1272,11/6/2018,BridgeByte,AI,Generative AI,Germany,Berlin,Chiratae,Seed,3854000,USD,Product pivot
1273,23/01/2016,CloudFlux,AgriTech,Ag Marketplaces,USA,San Francisco,Sequoia Capital,Seed,3418000,USD,Active
1274,23/04/2023,PeakOrbit,SaaS,DevTools,Germany,Berlin,Andreessen Horowitz,Series A,19924000,USD,Follow-on expected
1275,24/02/2016,PulseCloudOrbit,Healthtech,Telemedicine,Singapore,Singapore,Falcon Edge; Founders Fund,Series B,75978000,USD,Acquired by Strategic
1276,6/8/2017,SyncLabsOrbit,Logistics,FreightTech,UAE,Dubai,Bessemer Venture Partners,Series C,265112000,USD,Follow-on expected
1277,18/11/2022,LumenVaultHarbor,AI,Generative AI,India,Bengaluru,SOSV; Accel,Seed,4902000,USD,Acquired by Strategic
1278,23/10/2020,NovaLoop,Healthtech,Biotech,UAE,Dubai,General Catalyst; SoftBank Vision Fund,Series B,64044000,USD,Active
1279,31/05/2019,PeakLoopNova,Edtech,K12,Singapore,Singapore,Blume Ventures,Seed,3030000,USD,Exited - IPO
1280,14/12/2016,BridgeEdge,CleanTech,Energy Storage,Canada,Toronto,IDG Capital; Elevation Capital,Series A,7045000,USD,Exited - IPO
1281,28/03/2018,NovaLinkEdge,CleanTech,Energy Storage,Nigeria,Lagos,DST Global,Series B,46040000,USD,Active
1282,6/5/2018,MintVaultForge,Fintech,Neobanking,Nigeria,Lagos,Khosla Ventures,Series A,10414000,USD,Series delayed
1283,13/12/2019,LoopLink,Healthtech,Telemedicine,Australia,Sydney,Sequoia Capital,Angel,296099,USD,Down round
1284,8/4/2019,ForgeZen,Biotech,Bioinformatics,China,Beijing,DST Global,Series A,8267000,USD,Product pivot
1285,23/11/2019,SparkSeedEdge,CleanTech,WasteTech,Mexico,Mexico City,DST Global,Series A,14901000,USD,Follow-on expected
1286,3/1/2015,HarborLink,AgriTech,Supply Chain,UAE,Dubai,Founders Fund; PayPal Ventures,M&A,41995000,USD,Partnership announced
1287,9/9/2022,BridgeByte,Fintech,Insurtech,India,Bengaluru,Norwest; SOSV,Series B,58366000,USD,Active
1288,30/05/2019,BridgeCore,Edtech,Test Prep,Nigeria,Lagos,Benchmark; Blume Ventures,Seed,2974000,USD,Down round
1289,8/11/2023,SyncPulse,AgriTech,Ag Marketplaces,Singapore,Singapore,SOSV; Falcon Edge,Series B,27864000,USD,Series delayed
1290,3/2/2017,MintVaultSpark,AgriTech,PrecisionAg,Netherlands,Amsterdam,Chiratae,Series A,10749000,USD,Follow-on expected
1291,16/10/2022,MintOrbit,AI,Generative AI,Singapore,Singapore,Falcon Edge,M&A,185530000,USD,Bankruptcy proceeding
1292,12/12/2017,LumenMint,SaaS,HRTech,Nigeria,Lagos,Elevation Capital,Series B,59557000,USD,Active
1293,29/07/2022,BridgeZenLabs,CleanTech,EV Infrastructure,Canada,Toronto,DST Global,Seed,1729000,USD,Operational
1294,19/12/2015,PulseCore,Edtech,K12,India,Bengaluru,Benchmark,Series A,13194000,USD,Bridge round
1295,8/2/2019,PulseWiseSpark,E-commerce,Logistics,Germany,Berlin,Lightspeed,Seed,2850000,USD,Product pivot
1296,24/12/2017,SeedHarbor,Logistics,LastMile,India,Mumbai,Sequoia Capital; Accel,Series C,270157000,USD,Acquired
1297,20/04/2020,ByteForgeVault,Healthtech,Telemedicine,France,Paris,Y Combinator; Seedcamp,Seed,3312000,USD,Follow-on expected
1298,25/12/2024,MintLumen,Fintech,Insurtech,France,Paris,Matrix Partners,Seed,4414000,USD,Acquired by Strategic
1299,2/12/2022,OrbitMint,AI,Generative AI,Japan,Tokyo,Blume Ventures,Series A,11380000,USD,Product pivot
1300,25/03/2018,OrbitEdge,E-commerce,Vertical Commerce,South Africa,Johannesburg,PayPal Ventures; Seedcamp,Series A,14204000,USD,Bridge round
1301,25/06/2015,FluxLoop,Healthtech,Telemedicine,South Korea,Seoul,Accel,M&A,28268000,USD,Acquired by MegaTech
1302,22/05/2020,OrbitPulse,SaaS,MarTech,Germany,Berlin,Accel,Series C,200390000,USD,Partnership announced
1303,30/07/2021,SeedSparkEdge,Logistics,FleetMgmt,Germany,Berlin,IDG Capital; DST Global,Seed,2485000,USD,Operational
1304,18/05/2023,EdgeLoop,SaaS,Analytics,Japan,Tokyo,Khosla Ventures; Elevation Capital,Venture Debt,30099000,USD,Series delayed
1305,22/01/2024,VaultEdge,Edtech,Test Prep,Australia,Sydney,Blume Ventures,Seed,683790,USD,Down round
1306,5/12/2024,OrbitSync,Edtech,Upskilling,Mexico,Mexico City,DST Global; Tiger Global; Angel: A. Kapoor,Seed,159427,USD,Acquired by Strategic
1307,2/12/2022,PeakGrid,Edtech,Upskilling,Nigeria,Lagos,General Catalyst,Series A,2813000,USD,Follow-on expected
1308,2/4/2019,BridgeByte,AI,Generative AI,Japan,Tokyo,Benchmark,Seed,3147000,USD,Exited - IPO
1309,28/02/2021,SeedGrid,Healthtech,Biotech,China,Beijing,Y Combinator,Venture Debt,37665000,USD,Acquired
1310,20/05/2025,HarborBridgeLink,Edtech,K12,Japan,Tokyo,Seedcamp,Series B,36618000,USD,Active
1311,18/09/2025,VaultWise,Edtech,Upskilling,South Africa,Johannesburg,Bessemer Venture Partners,IPO,1370293000,USD,Exited - IPO
1312,29/01/2019,SyncBridgeLumen,AgriTech,PrecisionAg,Australia,Sydney,Blume Ventures,Seed,4719000,USD,Down round
1313,30/05/2019,SyncNova,E-commerce,Vertical Commerce,South Korea,Seoul,General Catalyst; SoftBank Vision Fund,Seed,3984000,USD,Bankruptcy proceeding
1314,5/7/2024,GridNovaLink,E-commerce,Logistics,Mexico,Mexico City,500 Startups,Series B,25634000,USD,Bankruptcy proceeding
1315,1/7/2020,MintEdgeBridge,Healthtech,MedDevices,USA,San Francisco,General Catalyst; SOSV,Seed,4030000,USD,Series delayed
1316,13/11/2023,ByteLumenPulse,Logistics,FleetMgmt,Israel,Tel Aviv,Matrix Partners,Seed,0,USD,Undisclosed amount
1317,1/12/2019,PeakPulse,Fintech,Insurtech,Nigeria,Lagos,IDG Capital,Series A,17623000,USD,Product pivot
1318,6/5/2025,PulseNova,AI,Robotics,Singapore,Singapore,Sequoia Capital,Seed,4588000,USD,Bridge round
1319,10/10/2024,PulseVault,SaaS,Analytics,UK,London,Tiger Global,Series C,202193000,USD,Bankruptcy proceeding
1320,12/6/2022,ZenFlux,Healthtech,Telemedicine,Israel,Tel Aviv,SOSV; Falcon Edge,Series B,32479000,USD,Down round
1321,14/09/2022,SparkZenForge,Gaming,Esports,USA,San Francisco,Falcon Edge; Bessemer Venture Partners; General Catalyst,Series B,36351000,USD,Acquired
1322,7/10/2025,WiseGrid,Fintech,Neobanking,Israel,Tel Aviv,Chiratae,Seed,1420000,USD,Partnership announced
1323,3/1/2020,VaultMint,Healthtech,Telemedicine,Germany,Berlin,Blume Ventures; Angel: A. Kapoor,Seed,3478000,USD,Partnership announced
1324,7/4/2019,PulseLumen,Logistics,ColdChain,India,Mumbai,Falcon Edge,Seed,1896000,USD,Active
1325,10/11/2023,PeakCoreHarbor,CleanTech,EV Infrastructure,Brazil,São Paulo,Tiger Global,Seed,2466000,USD,Series delayed
1326,12/3/2015,PulseSeedLoop,AI,Computer Vision,South Africa,Johannesburg,Khosla Ventures,Series B,28070000,USD,Exited - IPO
1327,27/03/2024,LabsSync,Healthtech,Telemedicine,India,Bengaluru,Seedcamp,Series B,56337000,USD,Operational
1328,21/07/2023,PulseNova,E-commerce,D2C,South Korea,Seoul,Matrix Partners,IPO,1230461000,USD,Bridge round
1329,25/10/2016,SyncLumen,Edtech,K12,Israel,Tel Aviv,Y Combinator,M&A,999779000,USD,Acquired by MegaTech
1330,26/02/2018,HarborLabsMint,Fintech,Lending,UK,London,Andreessen Horowitz,Series A,2751000,USD,Exited - IPO
1331,28/11/2021,CoreSpark,Edtech,K12,India,Mumbai,Sequoia Capital,Series B,48313000,USD,Bankruptcy proceeding
1332,24/09/2023,LoopFlux,Gaming,Cloud Gaming,France,Paris,Matrix Partners; 500 Startups,Series A,12343000,USD,Acquired by Strategic
1333,28/03/2016,LumenByte,SaaS,DevTools,UAE,Dubai,Benchmark; 500 Startups,Growth,93476000,USD,Acquired
1334,5/2/2018,SparkLink,Logistics,LastMile,USA,San Francisco,Y Combinator,Seed,3561000,USD,Acquired by Strategic
1335,27/09/2024,LabsMintSeed,Logistics,LastMile,Brazil,São Paulo,Andreessen Horowitz,Seed,3172000,USD,Active
1336,23/11/2015,FluxLoop,SaaS,HRTech,South Korea,Seoul,Seedcamp,Series A,10271000,USD,Series delayed
1337,14/01/2017,LumenOrbit,CleanTech,EV Infrastructure,India,Bengaluru,Lightspeed; Angel: L. Wang,Series C,123942000,USD,Partnership announced
1338,11/7/2022,ForgeCore,Biotech,Bioinformatics,Mexico,Mexico City,Founders Fund; Angel: R. Sharma,Seed,349007,USD,Follow-on expected
1339,18/11/2020,EdgeSeed,CleanTech,EV Infrastructure,South Korea,Seoul,Tiger Global; Matrix Partners,Venture Debt,0,USD,Undisclosed amount
1340,13/04/2015,LabsByte,Fintech,Insurtech,China,Beijing,PayPal Ventures,Series A,5361000,USD,Operational
1341,24/08/2017,LumenZenSeed,Gaming,Cloud Gaming,Germany,Berlin,Elevation Capital,Venture Debt,3007000,USD,Bankruptcy proceeding
1342,6/12/2016,CloudForge,Gaming,Game Tools,South Africa,Johannesburg,Seedcamp; Tiger Global,Pre-Seed,37675,USD,Bankruptcy proceeding
1343,8/4/2022,PulseGrid,AgriTech,Ag Marketplaces,Mexico,Mexico City,IDG Capital; General Catalyst,Growth,232064000,USD,Bankruptcy proceeding
1344,31/08/2016,SparkFlux,Healthtech,Biotech,China,Beijing,Norwest,Series B,49274000,USD,Active
1345,22/09/2022,PeakBridgeForge,AgriTech,Ag Marketplaces,India,Mumbai,Bessemer Venture Partners; Blume Ventures,Seed,1561000,USD,Bridge round
1346,19/09/2025,EdgeNovaPulse,Healthtech,Biotech,India,Bengaluru,Bessemer Venture Partners,Seed,2316000,USD,Operational
1347,29/05/2022,CloudLabsLumen,CleanTech,Solar,Germany,Berlin,Chiratae; Accel,Seed,560723,USD,Acquired
1348,4/8/2021,PeakOrbit,Gaming,Cloud Gaming,Israel,Tel Aviv,Accel; SOSV; Founders Fund,Venture Debt,6104000,USD,Active
1349,14/11/2024,OrbitOrbit,Healthtech,Biotech,Canada,Toronto,Y Combinator,Seed,1260000,USD,Product pivot
1350,28/11/2017,ByteWiseSpark,AgriTech,FarmTech,Brazil,São Paulo,Sequoia Capital,Angel,16047,USD,Exited - IPO
1351,8/4/2022,ZenLinkOrbit,Healthtech,MedDevices,India,Bengaluru,Norwest,Angel,54631,USD,Operational
1352,22/02/2023,BridgePeak,AgriTech,Ag Marketplaces,Singapore,Singapore,IDG Capital,Series B,66838000,USD,Operational
1353,1/10/2019,LoopWise,Fintech,Insurtech,USA,San Francisco,Benchmark; Tiger Global,Series A,9695000,USD,Active
1354,26/09/2023,BridgePeak,Logistics,FleetMgmt,Singapore,Singapore,Norwest,Series A,9521000,USD,Partnership announced
1355,17/02/2021,VaultCloud,Edtech,Test Prep,USA,San Francisco,Khosla Ventures; DST Global,Venture Debt,28795000,USD,Bankruptcy proceeding
1356,23/02/2016,EdgeLink,E-commerce,Logistics,Brazil,São Paulo,Andreessen Horowitz,Seed,643245,USD,Exited - IPO
1357,25/09/2023,CloudLumen,SaaS,Analytics,Canada,Toronto,Falcon Edge,Series A,6196000,USD,Acquired by Strategic
1358,11/9/2016,GridForgeBridge,Logistics,FleetMgmt,Mexico,Mexico City,Benchmark,Pre-Seed,62135,USD,Acquired
1359,1/6/2022,HarborLinkPulse,AgriTech,PrecisionAg,UK,London,Y Combinator; Falcon Edge; SOSV,Seed,1899000,USD,Product pivot
1360,8/8/2018,OrbitLabsCore,SaaS,MarTech,UAE,Dubai,SoftBank Vision Fund; Angel: S. Gupta,Series B,10057000,USD,Exited - IPO
1361,29/11/2021,WiseMint,Fintech,Neobanking,France,Paris,General Catalyst; Andreessen Horowitz,Venture Debt,0,USD,Undisclosed amount
1362,21/04/2023,VaultZen,SaaS,DevTools,Canada,Toronto,Tiger Global,Pre-Seed,79346,USD,Series delayed
1363,17/01/2018,GridCloud,E-commerce,Marketplaces,Nigeria,Lagos,500 Startups; Founders Fund,Series A,2096000,USD,Acquired by Strategic
1364,9/6/2022,ForgeSyncSeed,Healthtech,MedDevices,Netherlands,Amsterdam,Benchmark; Founders Fund,Series B,62952000,USD,Bankruptcy proceeding
1365,5/1/2016,MintBridge,AgriTech,FarmTech,Australia,Sydney,Seedcamp,IPO,868540000,USD,Bridge round
1366,19/01/2019,SeedCore,Gaming,Mobile Games,Germany,Berlin,Chiratae; Blume Ventures; Angel: L. Wang,Seed,0,USD,Undisclosed amount
1367,26/08/2023,CorePulseWise,Healthtech,Telemedicine,UAE,Dubai,DST Global,Seed,618979,USD,Exited - IPO
1368,1/2/2015,NovaForge,Gaming,Esports,Germany,Berlin,DST Global; Angel: L. Wang,Series A,10721000,USD,Partnership announced
1369,17/03/2019,CloudVaultLumen,E-commerce,D2C,Australia,Sydney,Khosla Ventures,Series A,10396000,USD,Bankruptcy proceeding
1370,11/6/2025,MintWise,CleanTech,WasteTech,USA,San Francisco,Accel,Seed,3756000,USD,Exited - IPO
1371,26/10/2025,PulseOrbit,CleanTech,EV Infrastructure,Nigeria,Lagos,Khosla Ventures,Venture Debt,0,USD,Undisclosed amount
1372,12/9/2019,SeedFlux,Edtech,Upskilling,France,Paris,Andreessen Horowitz; Elevation Capital,Seed,3493000,USD,Active
1373,5/8/2024,LabsLink,Gaming,Game Tools,Mexico,Mexico City,Accel; Seedcamp; Chiratae,Series B,40723000,USD,Follow-on expected
1374,16/11/2021,CoreNova,CleanTech,WasteTech,UAE,Dubai,Andreessen Horowitz,Series B,73612000,USD,Acquired
1375,4/3/2022,ByteNova,E-commerce,Marketplaces,UK,London,Benchmark; Founders Fund,Angel,0,USD,Undisclosed amount
1376,5/9/2021,GridNova,CleanTech,WasteTech,UAE,Dubai,Tiger Global,Series B,27160000,USD,Bridge round
1377,5/11/2016,PulseOrbit,Biotech,Diagnostics,Singapore,Singapore,SOSV,Series B,67041000,USD,Bridge round
1378,6/12/2018,LinkLoopCloud,CleanTech,EV Infrastructure,India,Mumbai,Founders Fund; Sequoia Capital,Series A,14948000,USD,Series delayed
1379,9/6/2023,ByteByte,Edtech,K12,Nigeria,Lagos,Benchmark,Series B,41214000,USD,Partnership announced
1380,25/06/2024,LabsEdge,E-commerce,Vertical Commerce,France,Paris,Andreessen Horowitz,Seed,4019000,USD,Down round
1381,14/12/2015,GridCore,CleanTech,EV Infrastructure,Nigeria,Lagos,DST Global; SOSV,Series B,75935000,USD,Down round
1382,11/3/2024,SparkLoop,E-commerce,D2C,UAE,Dubai,Founders Fund; Norwest,Seed,0,USD,Undisclosed amount
1383,7/3/2017,CoreForge,Logistics,LastMile,UK,London,Sequoia Capital; Benchmark; PayPal Ventures,Series B,61946000,USD,Down round
1384,18/02/2015,SeedHarbor,Logistics,FleetMgmt,Canada,Toronto,SoftBank Vision Fund,Series B,40795000,USD,Product pivot
1385,15/11/2018,CloudCloud,Healthtech,Biotech,Japan,Tokyo,Tiger Global,Series A,11617000,USD,Bridge round
1386,20/09/2022,SparkForge,AI,Robotics,Canada,Toronto,Founders Fund,Series A,19842000,USD,Bankruptcy proceeding
1387,7/1/2021,OrbitOrbit,Logistics,LastMile,India,Bengaluru,DST Global,Series B,53017000,USD,Partnership announced
1388,7/6/2018,SparkBridge,Logistics,ColdChain,Mexico,Mexico City,IDG Capital; Andreessen Horowitz; Seedcamp,Series A,16280000,USD,Product pivot
1389,1/2/2024,VaultForge,CleanTech,Energy Storage,Canada,Toronto,Norwest,Growth,385622000,USD,Series delayed
